"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","79.82000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1993-09","ISO_DATE"
"National Centers for Environmental Information","80.78000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1994-09","ISO_DATE"
"National Centers for Environmental Information","69.50000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1968-01","ISO_DATE"
"National Centers for Environmental Information","79.85000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1970-09","ISO_DATE"
"National Centers for Environmental Information","76.33000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1984-04","ISO_DATE"
"National Centers for Environmental Information","79.97000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1984-09","ISO_DATE"
"National Centers for Environmental Information","81.67000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2017-09","ISO_DATE"
"National Centers for Environmental Information","71.45000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-01","ISO_DATE"
"National Centers for Environmental Information","70.44000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1952-01","ISO_DATE"
"National Centers for Environmental Information","71.42000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-01","ISO_DATE"
"National Centers for Environmental Information","72.78000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-04","ISO_DATE"
"National Centers for Environmental Information","72.95000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-01","ISO_DATE"
"National Centers for Environmental Information","80.63000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1959-09","ISO_DATE"
"National Centers for Environmental Information","78.50000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-09","ISO_DATE"
"National Centers for Environmental Information","76.08000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2006-01","ISO_DATE"
"National Centers for Environmental Information","79.75000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-09","ISO_DATE"
"National Centers for Environmental Information","79.28000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1963-09","ISO_DATE"
"National Centers for Environmental Information","65.82000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-01","ISO_DATE"
"National Centers for Environmental Information","71.87000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-04","ISO_DATE"
"National Centers for Environmental Information","69.74000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1966-01","ISO_DATE"
"National Centers for Environmental Information","71.08000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1986-01","ISO_DATE"
"National Centers for Environmental Information","77.83000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-09","ISO_DATE"
"National Centers for Environmental Information","73.52000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1990-04","ISO_DATE"
"National Centers for Environmental Information","78.92000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-09","ISO_DATE"
"National Centers for Environmental Information","71.65000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1965-04","ISO_DATE"
"National Centers for Environmental Information","80.85000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2007-08","ISO_DATE"
"National Centers for Environmental Information","79.02000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-08","ISO_DATE"
"National Centers for Environmental Information","80.26000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1963-08","ISO_DATE"
"National Centers for Environmental Information","78.77000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-08","ISO_DATE"
"National Centers for Environmental Information","79.97000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1990-08","ISO_DATE"
"National Centers for Environmental Information","80.61000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-08","ISO_DATE"
"National Centers for Environmental Information","81.35000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-08","ISO_DATE"
"National Centers for Environmental Information","79.98000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-08","ISO_DATE"
"National Centers for Environmental Information","77.53000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1950-08","ISO_DATE"
"National Centers for Environmental Information","79.87000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1997-08","ISO_DATE"
"National Centers for Environmental Information","78.94000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-08","ISO_DATE"
"National Centers for Environmental Information","79.92000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1977-08","ISO_DATE"
"National Centers for Environmental Information","80.10000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2004-07","ISO_DATE"
"National Centers for Environmental Information","72.02000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2001-02","ISO_DATE"
"National Centers for Environmental Information","76.81000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-07","ISO_DATE"
"National Centers for Environmental Information","77.11000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-10","ISO_DATE"
"National Centers for Environmental Information","79.39000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-07","ISO_DATE"
"National Centers for Environmental Information","76.73000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-10","ISO_DATE"
"National Centers for Environmental Information","79.89000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-07","ISO_DATE"
"National Centers for Environmental Information","78.45000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2012-10","ISO_DATE"
"National Centers for Environmental Information","69.86000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2010-02","ISO_DATE"
"National Centers for Environmental Information","79.87000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-07","ISO_DATE"
"National Centers for Environmental Information","72.96000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1961-02","ISO_DATE"
"National Centers for Environmental Information","79.37000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1971-07","ISO_DATE"
"National Centers for Environmental Information","78.02000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1957-10","ISO_DATE"
"National Centers for Environmental Information","77.27000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1953-07","ISO_DATE"
"National Centers for Environmental Information","68.86000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1968-02","ISO_DATE"
"National Centers for Environmental Information","71.68000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1989-02","ISO_DATE"
"National Centers for Environmental Information","71.34000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1970-02","ISO_DATE"
"National Centers for Environmental Information","72.07000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-02","ISO_DATE"
"National Centers for Environmental Information","73.54000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-02","ISO_DATE"
"National Centers for Environmental Information","77.02000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1954-07","ISO_DATE"
"National Centers for Environmental Information","79.19000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-07","ISO_DATE"
"National Centers for Environmental Information","72.04000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-02","ISO_DATE"
"National Centers for Environmental Information","78.58000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1983-07","ISO_DATE"
"National Centers for Environmental Information","71.95000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2007-02","ISO_DATE"
"National Centers for Environmental Information","71.39000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-02","ISO_DATE"
"National Centers for Environmental Information","77.65000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-07","ISO_DATE"
"National Centers for Environmental Information","72.57000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2022-02","ISO_DATE"
"National Centers for Environmental Information","77.58000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-10","ISO_DATE"
"National Centers for Environmental Information","78.18000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1972-10","ISO_DATE"
"National Centers for Environmental Information","78.15000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-07","ISO_DATE"
"National Centers for Environmental Information","77.56000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1965-07","ISO_DATE"
"National Centers for Environmental Information","74.89000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1965-10","ISO_DATE"
"National Centers for Environmental Information","77.13000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1979-06","ISO_DATE"
"National Centers for Environmental Information","78.35000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2004-06","ISO_DATE"
"National Centers for Environmental Information","71.82000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-03","ISO_DATE"
"National Centers for Environmental Information","78.35000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2000-06","ISO_DATE"
"National Centers for Environmental Information","79.82000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-06","ISO_DATE"
"National Centers for Environmental Information","72.65000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1999-03","ISO_DATE"
"National Centers for Environmental Information","78.38000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1995-06","ISO_DATE"
"National Centers for Environmental Information","77.65000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-06","ISO_DATE"
"National Centers for Environmental Information","73.89000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1961-03","ISO_DATE"
"National Centers for Environmental Information","77.90000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1971-06","ISO_DATE"
"National Centers for Environmental Information","77.80000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1968-06","ISO_DATE"
"National Centers for Environmental Information","74.68000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1955-05","ISO_DATE"
"National Centers for Environmental Information","77.85000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2017-05","ISO_DATE"
"National Centers for Environmental Information","75.63000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-05","ISO_DATE"
"National Centers for Environmental Information","76.85000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-05","ISO_DATE"
"National Centers for Environmental Information","76.25000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-06","ISO_DATE"
"National Centers for Environmental Information","76.97000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2011-06","ISO_DATE"
"National Centers for Environmental Information","71.65000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1952-03","ISO_DATE"
"National Centers for Environmental Information","75.67000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2022-05","ISO_DATE"
"National Centers for Environmental Information","74.66000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1959-05","ISO_DATE"
"National Centers for Environmental Information","71.27000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-03","ISO_DATE"
"National Centers for Environmental Information","75.58000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-05","ISO_DATE"
"National Centers for Environmental Information","75.19000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2006-05","ISO_DATE"
"National Centers for Environmental Information","75.35000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-05","ISO_DATE"
"National Centers for Environmental Information","75.82000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-05","ISO_DATE"
"National Centers for Environmental Information","77.80000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-06","ISO_DATE"
"National Centers for Environmental Information","76.35000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-05","ISO_DATE"
"National Centers for Environmental Information","71.26000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1987-03","ISO_DATE"
"National Centers for Environmental Information","73.89000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-12","ISO_DATE"
"National Centers for Environmental Information","75.87000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1974-12","ISO_DATE"
"National Centers for Environmental Information","74.76000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2021-12","ISO_DATE"
"National Centers for Environmental Information","73.31000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-12","ISO_DATE"
"National Centers for Environmental Information","69.94000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-12","ISO_DATE"
"National Centers for Environmental Information","72.29000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1966-12","ISO_DATE"
"National Centers for Environmental Information","70.92000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1989-12","ISO_DATE"
"National Centers for Environmental Information","73.50000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-12","ISO_DATE"
"National Centers for Environmental Information","73.47000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1977-12","ISO_DATE"
"National Centers for Environmental Information","74.08000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1976-12","ISO_DATE"
"National Centers for Environmental Information","72.52000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2008-12","ISO_DATE"
"National Centers for Environmental Information","75.42000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1995-12","ISO_DATE"
"National Centers for Environmental Information","74.03000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1994-12","ISO_DATE"
"National Centers for Environmental Information","71.21000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2009-12","ISO_DATE"
"National Centers for Environmental Information","75.92000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1974-11","ISO_DATE"
"National Centers for Environmental Information","75.08000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1956-11","ISO_DATE"
"National Centers for Environmental Information","74.93000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-11","ISO_DATE"
"National Centers for Environmental Information","74.52000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1952-11","ISO_DATE"
"National Centers for Environmental Information","76.18000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-11","ISO_DATE"
"National Centers for Environmental Information","75.30000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2004-11","ISO_DATE"
"National Centers for Environmental Information","75.72000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-11","ISO_DATE"
"National Centers for Environmental Information","74.72000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1981-11","ISO_DATE"
"National Centers for Environmental Information","75.18000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1999-11","ISO_DATE"
"National Centers for Environmental Information","77.93000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1994-11","ISO_DATE"
"National Centers for Environmental Information","70.87000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1951-01","ISO_DATE"
"National Centers for Environmental Information","72.98000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1951-04","ISO_DATE"
"National Centers for Environmental Information","69.08000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-01","ISO_DATE"
"National Centers for Environmental Information","74.40000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-04","ISO_DATE"
"National Centers for Environmental Information","79.73000000000","STRING","Kauai","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1982-09","ISO_DATE"
